ANAESTHESIA $"%"+#OS2AN-*S-1THE^-ZH* 334
SILESIA $"%"+#OSS*-1LE^-ZH* 334
FUCHSIA $"%"+#OS1FYU"-SH* 334
RUSSIA $","+#OS1R*SH-* 334
INTELLIGENTSIA $"%"+#OSIN-2TEL-*-1JENT-SE^-* 334
RICKETTSIA $"%"+#OSRIK-1ET-SE^-* 334
MILITIA $"%"+#OSM*-1LISH-* 334
INERTIA $"%"+#OSIN-1*R-SH* 334
TRIVIA $"%#+#OT+#OS1TRIV-E^-* 138
VIA $","/!1VI^-* 334
ANOREXIA $"%"+#OS2AN-*-1REK-SE^-* 334
TROIKA $"%"+#OS1TRO'I-K* 334
PAPRIKA $"%"+#OSP*-1PRE^-K* 334
SWASTIKA $"%"+#OS1SWA"S-TI-K* 334
POLKA $"%"+#OS1PO^L-K* 334
MAZURKA $"%"+#OSM*-1Z*R-K* 334
GALA $"%"+#OS1GAL-* 146
ALA $","+#OS1A^-L* 162
MANILA $"%#-!+#OSM*-1NIL-* 162
UMBRELLA $"%"+#OS2*M-1BREL-* 162
VANILLA $"%"+#OSV*-1NIL-* 162
SARSAPARILLA $"%"+#OS2SAS-P*-1RIL-* 162
GUERILLA $"%"+#OSG*-1RIL-* 162
GUERRILLA $"%"+#OSG*-1RIL-* 162
FLOTILLA $"%"+#OSFLO^-1TIL-* 162
VILLA $"%"+#OS1VIL-* 162
VIOLA $"%"+#OSVE^-1O^-L* 162
HOOPLA $"%"+#OS1HU"P-2LA" 162
NEBULA $"%"+#OS1NEB-Y*-L* 162
CURRICULA $"("+#OTK*-1RIK-Y*-L* 162
FORMULA $"%"+#OS1FO'R-MY*-L* 162
PENINSULA $"%"+#OSP*-1NIN-S*-L* 162
PHYLA $"("+#OT1FI^-L* 162
LA $",#+#OSF!1LA" 334
PAJAMA $"%"+#OSP*-1JA"M-* 200
MAMA $","+#OS1MA"M-* 200
PANAMA $"%"+#OS1PAN-*-2MA" 200
MELODRAMA $"%"+#OS1MEL-*-2DRA"M-* 167
DRAMA $"%"+#OS1DRA"M-* 200
DIORAMA $"%"+#OS2DI^-*-1RA"M-* 200
CYCLORAMA $"%"+#OS2SI^-KL*-1RA"M-* 200
PANORAMA $"%"+#OS2PAN-*-1RAM-* 200
EDEMA $"%"+#OSI-1DE^-M* 200
SCHEMA $"%"+#OS1SKE^-M* 200
CINEMA $"%"+#OS1SIN-*-M* 200
EXTREMA $"("+#OTIK-1STRE^-M* 200
EMPHYSEMA $"%"+#OS2EM-F*-1SE^-M* 200
ENIGMA $"%"+#OSI-1NIG-M* 200
SIGMA $","+#OS1SIG-M* 200
STIGMA $"%"+#OS1STIG-M* 200
DOGMA $"%"+#OS1DO'G-M* 200
ASTHMA $"%"+#OS1AZ-M* 200
INTIMA $"%"+#OS1INT-*-M* 200
GAMMA $","+#OS1GAM-* 200
MAMMA $"%"+#OS1MA"M-* 200
DILEMMA $"%"+#OSD*-1LEM-* 185
LEMMA $"%"+#OS1LEM-* 200
COMMA $"%"+#OS1KA"M-* 200
GLAUCOMA $"%"+#OSGLAU'-1KO^-M* 188
COMA $"%"+#OS1KO^-M* 200
LYMPHOMA $"%"+#OSLIM-1FO^-M* 200
ADENOMA $"%"+#OS2AD-[*N-1O^-M* 200
CARCINOMA $"%"+#OS2KA"RS-[*N-1O^-M* 200
AROMA $"%"+#OS*-1RO^-M* 200
SOMA $"%"+#OS1SO^-M* 200
DHARMA $"%"+#OS1D*R-M* 200
PLASMA $"%"+#OS1PLAZ-M* 200
CHARISMA $"%"+#OSK*-1RIZ-M* 200
TRAUMA $"%"+#OS1TRO'-M* 200
DUMA $"%"+#OS1DU"-M* 200
PARENCHYMA $"%"+#OSP*-1REN_-K*-M* 200
MA $","+#OS1MA" 334
CABANA $"%"+#OSK*-1BAN-* 334
MANA $"%"+#OS1MA"N-* 334
BANANA $"%"+#OSB*-1NAN-* 334
MARIJUANA $"%"+#OS2MAR-*-1WA"N-* 334
NIRVANA $"%"+#OSNIR-1VA"N-* 334
VERBENA $"%"+#OSV*R-1BE^-N* 334
GALENA $"%"+#OSG*-1LE^-N* 334
PHENOMENA $",#+#OT+#OSFI-1NA"M-*-N* 334
SUBPOENA $"%#+#OS,%UITIS*-1PE^-N* 334
ARENA $"%"+#OS*-1RE^-N* 334
HYENA $"%"+#OSHI^-1E^-N* 334
BOLOGNA $"%"+#OSB*-1LO^-NE^ 334
VAGINA $"%"+#OSV*-1JI^-N* 334
CHINA $"%"+#OS1CHI^-N* 334
STAMINA $"%"+#OS1STAM-*-N* 334
OCARINA $"%"+#OS2A"K-*-1RE^-N* 334
FARINA $"%"+#OSF*-1RE^-N* 334
MARINA $"%"+#OSM*-1RE^-N* 334
CZARINA $"%"+#OSZA"-1RE^-N* 334
BALLERINA $"%"+#OS2BAL-*-1RE^-N* 334
PATINA $"%"+#OSP*-1TE^-N* 334
RETINA $"%"+#OS1RET-[*N-* 334
CONCERTINA $"%"+#OS2KA"N-S*R-1TE^-N* 334
SIENNA $"%"+#OSSE^-1EN-* 334
PENNA $"%"+#OS1PEN-* 334
ANTENNA $"%"+#OSAN-1TEN-* 334
DONNA $"%"+#OS2DA"N-* 334
CORONA $"%"+#OSK*-1RO^-N* 334
FAUNA $"%"+#OS1FO'-N* 334
LAGUNA $"%"+#OSL*-1GU"-N* 334
BOA $"%"+#OS1BO^-* 334
COCOA $"%"+#OS1KO^-KO^ 334
WHOA $","F!1WO^ 334
PROTOZOA $"("+#OT2PRO^T-*-1ZO^-* 334
PAPA $"%"+#OS1PA"P-* 239
PAMPA $"%"+#OS1PAM-P* 239
KAPPA $","+#OS1KAP-* 239
SPA $"%"+#OS1SPA" 239
PA $","+#OS1PA" 334
MASCARA $"%"+#OSMAS-1KAR-* 334
SABRA $"%"+#OS1SA"B-R* 334
ALGEBRA $"%"+#OS1AL-J*-BR* 334
ZEBRA $"%"+#OS1ZE^-BR* 334
COBRA $"%"+#OS1KO^-BR* 334
VISCERA $"("+#OT1VIS-*-R* 256
RIVIERA $"%"+#OS2RIV-E^-1ER-* 256
CHOLERA $"%"+#OS1KA"L-*-R* 256
CAMERA $"%"+#OS1KAM-R* 256
GENERA $"("+#OT1JEN-*-R* 256
TEMPERA $"%"+#OS1TEM-P*-R* 256
OPERA $#,"+#OS1A"P-R* ,"+#OT1O^-P*-R* 252
OPERA $"%"+#OS1A"P-R* 253
OPERA $"("+#OT1O^-P*-R* 256
SERA $"("+#OT1SIR-* 256
ETCETERA $"%"+#OSET-1SET-*-R* 256
ERA $"%"+#OS1IR-* 334
INFRA $",#+#OS-!1IN-FR* 258
INFRA $"$!2IN-FR* 334
PELLAGRA $"%"+#OSP*-1LA^G-R* 334
CHAULMOOGRA $"%"+#OSCHO'L-1MU"-GR* 334
URETHRA $"%"+#OSYU'-1RE^-THR* 334
BUCKRA $"%"+#OS1B*K-R* 334
FEDORA $"%"+#OSFI-1DO^R-* 334
PANDORA $"%"+#OSPAN-1DO^R-* 334
FLORA $"%"+#OS1FLO^R-* 334
SENORA $"%"+#OSSA^N-1YO^R-* 334
SIGNORA $"%"+#OSSE^N-YO^R-* 334
AURORA $"%"+#OS*-1RO^R-* 334
COPRA $"%"+#OS1KO^-PR* 334
SUPRA $"$!1SU"-PR* 271
SUPRA $"%".!1SU"-2PR* 334
SIERRA $"%"+#OSSE^-1ER-* 334
SPECTRA $"("+#OT1SPEK-TR* 334
ULTRA $"$!2*L-TR* 334
INTRA $"$!2IN-TR* 334
CONTRA $"$!2KA"N-TR* 334
ORCHESTRA $"%"+#OS1O'R-K*-STR* 334
EXTRA $"%$-!+#OS.#_I1EK-STR* 334
LAURA $"%"+#OS1LA"V-R* 280
AURA $"%"+#OS1O'R-* 334
PLEURA $"%"+#OS1PLU'R-* 334
COLORATURA $"%"+#OS2K*L-*-R*-1TU'R-* 334
BRAVURA $"%"+#OSBR*-1VYU'R-* 334
MESA $"%"+#OS1MA^-S* 334
VISA $"%#+#OS,%UITI1VE^-Z* 334
MUCOSA $"%"+#OSMYU"-1KO^-S* 334
ABSCISSA $"%"+#OSAB-1SIS-* 334
SOUSA $"%"+#OS1SU"-Z* 334
TOCCATA $"%"+#OST*-1KA"T-* 334
DATA $",#+#OT+#OS1DA^T-* 334
SCHEMATA $","+#OS1SKE^-M*T-* 334
STIGMATA $"("+#OTSTIG-1MA"T-* 334
SONATA $"%"+#OSS*-1NA"T-* 334
STRATA $"("+#OT1STRAT-* 334
BETA $",#+#OS-!1BA^T-* 298
TAFFETA $"%"+#OS1TAF-*T-* 298
PIETA $"%"+#OS2PE^-A^-1TA" 298
ETA $","+#OS1A^T-* 334
MANZANITA $"%"+#OS2MAN-Z*-1NE^T-* 334
VITA $"%"+#OS1VI^T-* 334
DELTA $"%"+#OS1DEL-T* 334
ATLANTA $","+#OS*T-1LANT-* 303
ANTA $"%"+#OS1AN-T* 334
MAGENTA $"%"+#OSM*-1JENT-* 334
JUNTA $"%"+#OS1HU'N-T* 334
IOTA $"%"+#OSI^-1O^T-* 334
QUOTA $"%"+#OS1KWO^T-* 334
AORTA $"%"+#OSA^-1O'RT-* 334
FIESTA $"%"+#OSFE^-1ES-T* 334
SIESTA $"%"+#OSSE^-1ES-T* 334
VISTA $"%"+#OS1VIS-T* 334
REGATTA $"%"+#OSRI-1GA"T-* 334
OPERETTA $"%"+#OS2A"P-*-1RET-* 334
AQUA $"%"+#OS1AK-W* 316
CHAUTAUQUA $"%"+#OSSH*-1TO'-KW* 316
QUA $",".!1KWA" 334
KAVA $"%"+#OS1KA"V-* 334
LAVA $"%"+#OS1LA"V-* 334
DIVA $"%"+#OS1DE^-V* 334
SALIVA $"%"+#OSS*-1LI^-V* 334
VIVA $"%"F!1VE^-V* 334
SILVA $"%"+#OS1SIL-V* 334
NOVA $"%"+#OS1NO^-V* 324
OVA $"("+#OT1O^-V* 334
BODHISATTVA $"%"+#OS2BO^D-I-1S*T-B* 334
PLAYA $"%"+#OS1PLI^-* 334
PLAZA $"%"+#OS1PLA"Z-* 334
EXTRAVAGANZA $"%"+#OSIK-2STRAV-*-1GAN-Z* 334
BONANZA $"%"+#OSB*-1NAN-Z* 334
CADENZA $"%"+#OSK*-1DEN-Z* 334
INFLUENZA $"%"+#OS2IN-FLU"-1EN-Z* 334
PIAZZA $"%"+#OSPE^-1AT-S* 334
PIZZA $"%"+#OS1PE^T-S* 334
A $","3%OSVJ* 335
A $"$#.!-!* -1
LETTER-B $","+#OS1BE^ -1
SCAB #"%#+#OS,%UITI1SKAB 338
CAB #"%"+#OS1KAB -1
DAB #"%#+#OS,%UITI1DAB -1
PREFAB $"%"+#OS1PRE^-1FAB -1
GAB #"%",%UITI1GAB -1
JAB #"%#,%UITI+#OS1JAB -1
BLAB #"%",%UITI1BLAB 345
SLAB #"%"+#OS1SLAB 345
LAB #"%"+#OS1LAB -1
NAB #"%",%UITI1NAB -1
CRAB #"%"+#OS1KRAB -1
DRAB #"%"-!1DRAB -1
GRAB #"%",%UITI1GRAB -1
STAB #"%#,%UITI+#OS1STAB 351
TAB #"%"+#OS1TAB -1
SWAB #"%#+#OS,%UITI1SWA"B -1
EBB $"%#+#OS,%UITI1EB -1
BIBB $"%"+#OS1BIB -1
BLEB #"%"+#OS1BLEB -1
REB #"%"+#OS1REB -1
COBWEB $"%"+#OS1KA"B-2WEB 358
WEB #"%#+#OS,%UITI1WEB -1
BIB #"%"+#OS1BIB -1
GLIB #"%"-!1GLIB -1
NIB #"%"+#OS1NIB -1
CRIB #"%#+#OS,%UITI1KRIB 363
RIB #"%#+#OS,%UITI1RIB -1
SIB #"%#-!+#OS1SIB -1
BULB $"%"+#OS1B*LB -1
LAMB $"%#+#OS,%UITI1LAM -1
CLIMB $"%#,%UITI+#OS1KLI^M 368
LIMB $"%"+#OS1LIM -1
BOMB $"%#+#OS,%UITI1BA"M -1
COMB $"%"+#OS1KO^M -1
APLOMB $"%"+#OS*-1PLA"M -1
COULOMB $"%"+#OS1KU"-2LO^M -1
HECATOMB $"%"+#OS1HEK-*-2TO^M 374
TOMB $"%"+#OS1TU"M -1
WOMB $"%"+#OS1WU"M -1
SUCCUMB $"%",%UITIS*-1K*M -1
DUMB $"%"-!1D*M -1
THUMB $"%#+#OS,%UITI1TH*M -1
PLUMB $"%%+#OS.#^I,%UITI-!1PL*M -1
NUMB $"%"-!1N*M -1
CRUMB $"%#+#OS,%UITI1KR*M -1
KEBOB $"%"+#OSK*-1BA"B 383
BOB #"%#,%UITI+#OS1BA"B -1
GOB #"%"+#OS1GA"B -1
HOB #"%"+#OS1HA"B -1
JOB #"%#+#OS,%UITI1JA"B -1
BLOB #"%"+#OS1BLA"B 389
SLOB #"%"+#OS1SLA"B 389
LOB #"%",%UITI1LA"B -1
MOB #"%#+#OS,%UITI1MA"B -1
KNOB #"%"+#OS1NA"B 393
SNOB #"%"+#OS1SNA"B 393
NOB #"%"+#OS1NA"B -1
CAROB $"%"+#OS1KA"R-*B 396
THROB #"%#,%UITI+#OS1THRA"B 396
ROB #"%",%UITI1RA"B -1
SOB #"%",%UITI1SA"B -1
BARB $"%"+#OS1BA"RB -1
GARB $"%#+#OS,%UITI1GA"RB -1
HERB $"%"+#OS1*RB -1
SUPERB $"%"-!SU'-1P*RB -1
ADVERB $"%"+#OS1AD-2V*RB 404
PROVERB $"%"+#OS1PRA"V-2*RB 404
VERB $"%"+#OS1V*RB -1
ABSORB $"%",%UITI*B-1ZO'RB 407
ADSORB $"%",%UITIAD-1ZO'RB 407
SORB $"%#+#OS,%UITI1SO'RB 408
ORB $"%"+#OS1O'RB -1
SUBURB $"%"+#OS1S*B-2*RB -1
CURB $"%#+#OS,%UITI1K*RB -1
PERTURB $"%",%UITIP*R-1T*RB -1
DISTURB $"%",%UITIDIS-1T*RB -1
DAUB $"%#,%UITI+#OS1DO'B -1
HUBBUB $"%"+#OS1H*B-2*B -1
INCUB $"&!1IN_-KYU"B 416
CUB #"%"+#OS1K*B -1
DUB #"%",%UITI1D*B -1
HUB #"%"+#OS1H*B -1
CLUB #"%#+#OS,%UITI1KL*B -1
FLUB #"%#,%UITI+#OS1FL*B -1
SNUB #"%",%UITI1SN*B -1
PUB #"%"+#OS1P*B -1
SCRUB #"%#+#OS,%UITI1SKR*B 426
GRUB #"%#,%UITI+#OS1GR*B 426
SHRUB #"%"+#OS1SHR*B 426
RUB #"%#,%UITI+#OS1R*B -1
SUB $"$!2S*B 428
SUB #"%"+#OS1S*B -1
STUB #"%#+#OS,%UITI1ST*B 430
TUB #"%"+#OS1T*B -1
LETTER-C $","+#OS1SE^ -1
CARDIAC $"%"-!1KA"RD-E^-2AK -1
ELEGIAC $"%"-!2EL-*-1JI^-*K -1
CELIAC $"%"+#OS1SE^-LE^-2AK -1
ILIAC $"%"-!1IL-E^-2AK -1
NYMPHOMANIAC $"%#+#OS-!2NIM-F*-1MA^-NE^-2AK 437
MANIAC $"%#-!+#OS1MA^-NE^-2AK -1
INSOMNIAC $"%#-!+#OSIN-1SA"M-NE^-2AK -1
DEMONIAC $"%"-!DI-1MO^-NE^-2AK -1
AMMONIAC $"%#+#OS-!*-1MO^-NE^-2AK -1
PARANOIAC $"%#-!+#OS2PAR-*-1NO'I-2AK -1
ADJAC $"&!*-1JA^S -1
LILAC $"%"+#OS1LI^-2LAK -1
COMPLAC $"&!K*M-1PLA^S 445
PLAC $"&!1PLA^K -1
SUMAC $"%"+#OS1SU"-2MAK 447
MAC $","+#OS1MAK -1
ALMANAC $"%"+#OS1O'L-M*-2NAK -1
COGNAC $"%"+#OS1KO^N-2YAK -1
PAC $"&!1PAS -1
BIVOUAC $"%#+#OS,%UITI1BIV-*-2WAK -1
VAC $"&!1VA^K -1
PECC $"&!1PEK -1
DEC $"&!1DE^S -1
SPEC $"%"+#OS1SPEK -1
IMPREC $"&!1IM-PRIK 457
REC $"&!1RE^S -1
ARCHAIC $"%"-!A"R-1KA^-IK 944
FORMULAIC $"%"-!2FO'R-MY*-1LA^-IK 944
ALGEBRAIC $"%"-!2AL-J*-1BRA^-IK 944
MOSAIC $"%"+#OSMO^-1ZA^-IK 944
PROSAIC $"%"-!PRO^-1ZA^-IK 944
VOLTAIC $"%"-!VO^L-1TA^-IK 944
ORTHORHOMBIC $"%"-!2O'R-TH*-1RA"M-BIK 944
HYDROPHOBIC $"%"-!2HI^-DR*-1FO^-BIK 944
ANAEROBIC $"%"-!2AN-*-1RO^-BIK 467
AEROBIC $"%"-!2A-*R-1O^-BIK 944
ERADIC $"&!I-1RAD-*K 944
DEDIC $"&!1DED-IK 944
MEDIC $"%"+#OS1MED-IK 944
ORTHOPEDIC $"%"-!2O'R-TH*-1PE^D-IK 944
ENCYCLOPEDIC $"%"-!IN-2SI^-KL*-1PE^D-IK 944
JURIDIC $"%"-!JU'-1RID-IK 944
VINDIC $"&!1VIN-D*K 475
INDIC $"&!1IN-D*K 944
SYNDIC $"%"+#OS1SIN-DIK 944
METHODIC $"%"-!M*-1THA"D-IK 944
PERIODIC $"%"-!2PIR-E^-1A"D-IK 944
MELODIC $"%"-!M*-1LA"D-IK 944
PROSODIC $"%"-!PR*-1ZA"D-IK 944
ADJUDIC $"&!*-1JU"D-IK 944
TRAFFIC $"%#+#OS,%UITI1TRAF-IK 944
PACIFIC $"%"-!P*-1SIF-IK 944
SPECIFIC $"%#-!+#OSSPI-1SIF-IK 944
PROLIFIC $"%"-!PR*-1LIF-IK 944
SIGNIFIC $"&!SIG-1NIF-IK 944
TERRIFIC $"%"-!T*-1RIF-IK 944
BEATIFIC $"%"-!2BE^-*-1TIF-IK 944
SCIENTIFIC $"%"-!2SI^-*N-1TIF-IK 944
PONTIFIC $"&!PA"N-1TIF-IK 944
MAGIC $"%"+#OS1MAJ-IK 944
TRAGIC $"%"-!1TRAJ-IK 944
STRATEGIC $"%"-!STR*-1TE^-JIK 944
NOSTALGIC $"%"-!N*-1STAL-JIK 944
PEDAGOGIC $"%"-!2PED-*-1GA"J-IK 944
IDEALOGIC $"%"-!2I^D-E^-*-1LA"J-IK 517
PHARMACOLOGIC $"%"-!2FA"R-M*-K*-1LA"J-IK 517
GYNECOLOGIC $"%"-!2GI^N-*-K*-1LA"J-IK 517
IDEOLOGIC $"%"-!2I^D-E^-*-1LA"J-IK 517
GEOLOGIC $"%"-!2JE^-*-1LA"J-IK 517
THEOLOGIC $"%"-!2THE^-*-1LA"J-IK 517
TELEOLOGIC $"%"-!2TEL-E^-*-1LA"J-IK 517
PSYCHOLOGIC $"%"-!2SI^-K*-1LA"J-IK 517
PATHOLOGIC $"%"-!2PATH-*-1LA"J-IK 517
MYTHOLOGIC $"%"-!2MITH-*-1LA"J-IK 517
BIOLOGIC $"%"-!2BI^-*-1LA"J-IK 517
SOCIOLOGIC $"%"-!2SO^-SE^-*-1LA"J-IK 517
EPIDEMIOLOGIC $"%"-!2EP-*-2DEM-E^-*-1LA"J-IK 517
PHYSIOLOGIC $"%"-!2FIZ-E^-*-1LAJ-IK 517
COSMOLOGIC $"%"-!2KA"Z-M*-1LA"J-IK 517
TECHNOLOGIC $"%"-!2TEK-N*-1LA"J-IK 517
PHONOLOGIC $"%"-!2FO^N-[*L-1A"J-IK 517
CHRONOLOGIC $"%"-!2KRA"N-[*L-1A"J-IK 517
SEROLOGIC $"%"-!2SIR-*-1LA"J-IK 517
METEOROLOGIC $"%"-!2ME^T-E^-2O'R-*-1LA"J-IK 517
NEUROLOGIC $"%"-!2NU'R-*-1LA"J-IK 517
LOGIC $"%"+#OS1LA"J-IK 944
ALLERGIC $"%"-!*-1L*R-JIK 944
ANARCHIC $"%"-!A-1NA"R-KIK 521
PSYCHIC $"%"-!1SI^-KIK 521
CHIC $"%#+#OS-!1SHE^K 944
TELEGRAPHIC $"%"-!2TEL-*-1GRAF-IK 944
GEOGRAPHIC $"%"-!2JE^-*-1GRAF-IK 944
CHOREOGRAPHIC $"%"-!2KO^R-E^-*-1GRAF-IK 944
ORTHOGRAPHIC $"%"-!2O'R-TH*-1GRAF-IK 944
AUTOBIOGRAPHIC $"%"-!2O'T-*-2BI^-*-1GRAF-IK 527
BIOGRAPHIC $"%"-!2BI^-*-1GRAF-IK 944
BIBLIOGRAPHIC $"%"-!2BIB-LE^-*-1GRAF-IK 944
CRYSTALLOGRAPHIC $"%"-!2KRIS-T*-LO^-1GRAF-IK 944
DEMOGRAPHIC $"%"-!2DEMM-*-1GRAF-IK 944
OCEANOGRAPHIC $"%"-!2O^-SH*-N*-1GRAF-IK 944
PORNOGRAPHIC $"%"-!2PO'R-N*-1GRAF-IK 944
